id,asset,year,rep_period,time_block_start,time_block_end,solution,dual_balance_storage_rep_period,dual_max_storage_level_rep_period_limit,dual_min_storage_level_rep_period_limit
1,battery,2030,1,1,1,,-1.0363366175684041,0.0,0.0
2,battery,2030,1,2,2,,-0.9352937973554848,0.0,0.0
3,battery,2030,1,3,3,,-0.9352937973554848,0.0,0.0
4,battery,2030,1,4,4,,-0.08290692940547234,0.0,0.0
5,battery,2030,1,5,5,,-0.08290692940547234,0.0,0.0
6,battery,2030,1,6,6,,-0.08290692940547234,0.0,0.0
7,battery,2030,1,7,7,,-0.08290692940547234,0.0,0.0
8,battery,2030,1,8,8,,-0.08290692940547234,0.0,0.0
9,battery,2030,1,9,9,,-0.08290692940547234,0.0,0.0
10,battery,2030,1,10,10,,-0.08290692940547234,0.0,0.0
11,battery,2030,1,11,11,,-0.08290692940547234,0.0,0.0
12,battery,2030,1,12,12,,-0.08290692940547234,0.0,0.0
13,battery,2030,1,13,13,,-0.08290692940547234,0.0,0.0
14,battery,2030,1,14,14,,-0.08290692940547234,0.0,0.0
15,battery,2030,1,15,15,,-0.08290692940547234,0.0,0.0
16,battery,2030,1,16,16,,-0.08290692940547234,-0.8523868679500124,0.0
17,battery,2030,1,17,17,,-0.9352937973554848,0.0,0.0
18,battery,2030,1,18,18,,-0.9352937973554848,0.0,0.0
19,battery,2030,1,19,19,,-0.9352937973554848,0.0,0.0
20,battery,2030,1,20,20,,-0.9352937973554848,0.0,0.0
21,battery,2030,1,21,21,,-0.9352937973554848,0.0,0.0
22,battery,2030,1,22,22,,-0.9352937973554848,0.0,0.0
23,battery,2030,1,23,23,,-0.9352937973554848,0.0,0.0
24,battery,2030,1,24,24,,-0.9352937973554848,0.0,0.0
25,battery,2030,2,1,1,,-2.5768835089726587,0.0,0.0
26,battery,2030,2,2,2,,-2.3256373668478245,0.0,0.0
27,battery,2030,2,3,3,,-2.3256373668478245,0.0,0.0
28,battery,2030,2,4,4,,-2.3256373668478245,0.0,0.0
29,battery,2030,2,5,5,,-2.3256373668478245,0.0,0.0
30,battery,2030,2,6,6,,-2.3256373668478245,0.0,0.0
